age,Occupation,Marital_Status,Education_Level,default,Balance,Housing_Loan,Personal_Loan,contact,day,Month,duration,campaign,pdays,previous,Prev_Outcome,Subscribed,conversion_status,age_segment,duration_min
29,Blue-Collar,Single,Secondary,No,260,Yes,No,Not Specified,2,Jun,707,14,-1,0,Not Specified,yes,1,26-40,11.78
44,Management,Divorced,Tertiary,Yes,-411,Yes,No,Not Specified,2,Jun,432,4,-1,0,Not Specified,yes,1,41-60,7.2
32,Technician,Single,Secondary,No,1279,Yes,No,Not Specified,3,Jun,1173,3,-1,0,Not Specified,yes,1,26-40,19.55
31,Unemployed,Married,Secondary,No,86,Yes,Yes,Not Specified,3,Jun,963,2,-1,0,Not Specified,yes,1,26-40,16.05
40,Self-Employed,Married,Secondary,Yes,-754,Yes,Yes,Not Specified,3,Jun,941,3,-1,0,Not Specified,yes,1,26-40,15.68
43,Entrepreneur,Married,Secondary,No,0,No,No,Not Specified,3,Jun,1025,7,-1,0,Not Specified,yes,1,41-60,17.08
27,Management,Single,Secondary,No,178,Yes,No,Not Specified,3,Jun,732,2,-1,0,Not Specified,yes,1,26-40,12.2
37,Services,Single,Secondary,No,278,Yes,No,Not Specified,3,Jun,1045,3,-1,0,Not Specified,yes,1,26-40,17.42
23,Services,Single,Secondary,No,425,Yes,No,Not Specified,3,Jun,768,1,-1,0,Not Specified,yes,1,18-25,12.8
25,Management,Married,Primary,No,168,Yes,No,Not Specified,3,Jun,801,1,-1,0,Not Specified,yes,1,18-25,13.35
26,Blue-Collar,Single,Secondary,Yes,-36,Yes,No,Not Specified,3,Jun,482,2,-1,0,Not Specified,yes,1,26-40,8.03
47,Blue-Collar,Divorced,Primary,No,126,Yes,No,Not Specified,3,Jun,2456,2,-1,0,Not Specified,yes,1,41-60,40.93
35,Admin ,Married,Secondary,No,-87,Yes,No,Not Specified,3,Jun,1363,7,-1,0,Not Specified,yes,1,26-40,22.72
32,Technician,Single,Tertiary,No,6281,Yes,No,Not Specified,3,Jun,1336,4,-1,0,Not Specified,yes,1,26-40,22.27
45,Management,Divorced,Secondary,No,644,Yes,No,Not Specified,4,Jun,633,1,-1,0,Not Specified,yes,1,41-60,10.55
30,Admin ,Divorced,Secondary,No,377,Yes,No,Not Specified,4,Jun,524,15,-1,0,Not Specified,yes,1,26-40,8.73
29,Services,Single,Secondary,No,-271,Yes,No,Not Specified,4,Jun,578,1,-1,0,Not Specified,yes,1,26-40,9.63
38,Blue-Collar,Married,Primary,No,5839,Yes,No,Not Specified,4,Jun,984,2,-1,0,Not Specified,yes,1,26-40,16.4
23,Blue-Collar,Single,Secondary,No,492,Yes,No,Not Specified,4,Jun,638,1,-1,0,Not Specified,yes,1,18-25,10.63
27,Management,Single,Tertiary,No,99,Yes,No,Not Specified,4,Jun,767,2,-1,0,Not Specified,yes,1,26-40,12.78
27,Management,Single,Tertiary,Yes,-713,Yes,No,Not Specified,4,Jun,525,2,-1,0,Not Specified,yes,1,26-40,8.75
29,Services,Single,Secondary,No,32,Yes,No,Not Specified,4,Jun,563,1,-1,0,Not Specified,yes,1,26-40,9.38
30,Self-Employed,Married,Tertiary,No,543,Yes,Yes,Not Specified,4,Jun,1449,6,-1,0,Not Specified,yes,1,26-40,24.15
36,Blue-Collar,Married,Primary,No,403,Yes,No,Not Specified,4,Jun,920,1,-1,0,Not Specified,yes,1,26-40,15.33
35,Admin ,Divorced,Secondary,No,437,Yes,No,Not Specified,4,Jun,908,1,-1,0,Not Specified,yes,1,26-40,15.13
36,Blue-Collar,Married,Secondary,No,1772,No,No,Not Specified,5,Jun,208,1,-1,0,Not Specified,yes,1,26-40,3.47
59,Retired,Divorced,Primary,No,-88,Yes,No,Not Specified,5,Jun,910,2,-1,0,Not Specified,yes,1,41-60,15.17
47,Entrepreneur,Married,Secondary,No,0,No,No,Not Specified,5,Jun,1446,1,-1,0,Not Specified,yes,1,41-60,24.1
58,Entrepreneur,Married,Tertiary,No,853,No,No,Not Specified,5,Jun,1149,2,-1,0,Not Specified,yes,1,41-60,19.15
37,Management,Single,Tertiary,No,240,No,No,Not Specified,5,Jun,1123,1,-1,0,Not Specified,yes,1,26-40,18.72
46,Admin ,Single,Secondary,No,849,Yes,No,Not Specified,5,Jun,508,2,-1,0,Not Specified,yes,1,41-60,8.47
43,Blue-Collar,Single,Secondary,No,318,Yes,No,Not Specified,5,Jun,736,2,-1,0,Not Specified,yes,1,41-60,12.27
27,Management,Single,Tertiary,No,703,Yes,No,Not Specified,5,Jun,590,3,-1,0,Not Specified,yes,1,26-40,9.83
38,Services,Divorced,Secondary,No,61,No,No,Not Specified,5,Jun,636,1,-1,0,Not Specified,yes,1,26-40,10.6
53,Housemaid,Married,Primary,No,104,No,Yes,Not Specified,5,Jun,701,1,-1,0,Not Specified,yes,1,41-60,11.68
47,Blue-Collar,Married,Secondary,No,1996,No,No,Not Specified,5,Jun,761,2,-1,0,Not Specified,yes,1,41-60,12.68
56,Housemaid,Divorced,Primary,Yes,1238,No,No,Not Specified,5,Jun,1558,1,-1,0,Not Specified,yes,1,41-60,25.97
41,Housemaid,Married,Secondary,No,879,No,No,Not Specified,5,Jun,1053,2,-1,0,Not Specified,yes,1,41-60,17.55
29,Self-Employed,Married,Secondary,No,425,Yes,No,Not Specified,5,Jun,562,15,-1,0,Not Specified,yes,1,26-40,9.37
50,Technician,Married,Secondary,No,416,Yes,No,Not Specified,5,Jun,494,5,-1,0,Not Specified,yes,1,41-60,8.23
45,Blue-Collar,Divorced,Primary,No,844,No,No,Not Specified,5,Jun,1018,3,-1,0,Not Specified,yes,1,41-60,16.97
35,Blue-Collar,Married,Secondary,No,860,Yes,No,Not Specified,5,Jun,884,4,-1,0,Not Specified,yes,1,26-40,14.73
26,Technician,Single,Secondary,No,639,Yes,No,Not Specified,6,Jun,709,5,-1,0,Not Specified,yes,1,26-40,11.82
26,Admin ,Married,Secondary,No,710,Yes,Yes,Not Specified,6,Jun,1276,2,-1,0,Not Specified,yes,1,26-40,21.27
37,Blue-Collar,Married,Not Specified,No,1508,No,Yes,Not Specified,6,Jun,381,2,-1,0,Not Specified,yes,1,26-40,6.35
30,Admin ,Single,Secondary,No,223,Yes,No,Not Specified,6,Jun,862,11,-1,0,Not Specified,yes,1,26-40,14.37
38,Management,Single,Tertiary,No,619,Yes,No,Not Specified,6,Jun,460,4,-1,0,Not Specified,yes,1,26-40,7.67
37,Services,Divorced,Secondary,No,319,Yes,No,Not Specified,6,Jun,467,3,-1,0,Not Specified,yes,1,26-40,7.78
53,Technician,Married,Secondary,No,480,No,No,Not Specified,6,Jun,648,2,-1,0,Not Specified,yes,1,41-60,10.8
29,Blue-Collar,Single,Primary,No,213,Yes,No,Not Specified,6,Jun,2653,3,-1,0,Not Specified,yes,1,26-40,44.22
35,Management,Single,Tertiary,No,68,No,No,Not Specified,6,Jun,1085,1,-1,0,Not Specified,yes,1,26-40,18.08
28,Blue-Collar,Married,Secondary,No,2788,Yes,No,Not Specified,6,Jun,369,2,-1,0,Not Specified,yes,1,26-40,6.15
55,Blue-Collar,Married,Not Specified,No,7561,No,No,Not Specified,6,Jun,685,3,-1,0,Not Specified,yes,1,41-60,11.42
49,Management,Divorced,Secondary,No,-46,Yes,No,Not Specified,9,Jun,1055,10,-1,0,Not Specified,yes,1,41-60,17.58
50,Services,Married,Secondary,No,1595,No,No,Not Specified,9,Jun,882,1,-1,0,Not Specified,yes,1,41-60,14.7
43,Management,Single,Tertiary,No,1046,No,No,Not Specified,9,Jun,901,1,-1,0,Not Specified,yes,1,41-60,15.02
58,Self-Employed,Divorced,Tertiary,No,1382,No,No,Not Specified,9,Jun,700,1,-1,0,Not Specified,yes,1,41-60,11.67
38,Technician,Married,Primary,No,217,Yes,No,Not Specified,9,Jun,491,6,-1,0,Not Specified,yes,1,26-40,8.18
48,Blue-Collar,Divorced,Primary,No,183,No,No,Not Specified,9,Jun,940,1,-1,0,Not Specified,yes,1,41-60,15.67
59,Management,Married,Secondary,No,1321,No,No,Not Specified,9,Jun,3881,3,-1,0,Not Specified,yes,1,41-60,64.68
58,Blue-Collar,Married,Secondary,No,25,No,No,Not Specified,9,Jun,486,3,-1,0,Not Specified,yes,1,41-60,8.1
36,Self-Employed,Single,Tertiary,No,4844,No,No,Not Specified,9,Jun,1137,3,-1,0,Not Specified,yes,1,26-40,18.95
42,Entrepreneur,Married,Tertiary,No,5345,No,No,Not Specified,11,Jun,878,3,-1,0,Not Specified,yes,1,41-60,14.63
41,Admin ,Single,Secondary,No,812,No,Yes,Not Specified,11,Jun,583,4,-1,0,Not Specified,yes,1,41-60,9.72
42,Admin ,Married,Secondary,No,105,No,No,Not Specified,11,Jun,1159,4,-1,0,Not Specified,yes,1,41-60,19.32
39,Management,Married,Tertiary,No,-190,No,Yes,Not Specified,11,Jun,893,8,-1,0,Not Specified,yes,1,26-40,14.88
57,Housemaid,Married,Primary,No,625,No,Yes,Not Specified,11,Jun,867,1,-1,0,Not Specified,yes,1,41-60,14.45
52,Retired,Married,Not Specified,No,293,No,No,Not Specified,11,Jun,706,1,-1,0,Not Specified,yes,1,41-60,11.77
59,Retired,Married,Not Specified,No,1033,No,No,Not Specified,11,Jun,1199,1,-1,0,Not Specified,yes,1,41-60,19.98
56,Blue-Collar,Married,Secondary,No,1210,No,No,Not Specified,11,Jun,935,1,-1,0,Not Specified,yes,1,41-60,15.58
49,Management,Married,Tertiary,No,64,No,No,Not Specified,11,Jun,586,1,-1,0,Not Specified,yes,1,41-60,9.77
35,Blue-Collar,Divorced,Not Specified,No,164,No,No,Not Specified,11,Jun,967,2,-1,0,Not Specified,yes,1,26-40,16.12
36,Unemployed,Married,Secondary,No,1766,No,No,Not Specified,11,Jun,595,2,-1,0,Not Specified,yes,1,26-40,9.92
40,Admin ,Single,Tertiary,No,1248,No,No,Not Specified,11,Jun,1290,2,-1,0,Not Specified,yes,1,26-40,21.5
55,Blue-Collar,Married,Secondary,No,0,No,No,Not Specified,12,Jun,614,2,-1,0,Not Specified,yes,1,41-60,10.23
58,Admin ,Married,Secondary,No,826,No,No,Not Specified,12,Jun,885,1,-1,0,Not Specified,yes,1,41-60,14.75
39,Self-Employed,Married,Tertiary,No,2630,No,No,Not Specified,12,Jun,651,5,-1,0,Not Specified,yes,1,26-40,10.85
47,Housemaid,Single,Tertiary,No,3727,No,No,Not Specified,12,Jun,993,6,-1,0,Not Specified,yes,1,41-60,16.55
40,Management,Married,Secondary,No,406,Yes,No,Not Specified,12,Jun,577,2,-1,0,Not Specified,yes,1,26-40,9.62
35,Blue-Collar,Married,Tertiary,No,2999,No,No,Not Specified,12,Jun,1141,6,-1,0,Not Specified,yes,1,26-40,19.02
48,Blue-Collar,Married,Secondary,No,1000,Yes,No,Not Specified,12,Jun,1268,2,-1,0,Not Specified,yes,1,41-60,21.13
48,Management,Divorced,Tertiary,No,503,No,Yes,Not Specified,12,Jun,1243,7,-1,0,Not Specified,yes,1,41-60,20.72
24,Blue-Collar,Single,Secondary,Yes,-203,Yes,No,Not Specified,12,Jun,465,3,-1,0,Not Specified,yes,1,18-25,7.75
49,Blue-Collar,Married,Primary,No,361,Yes,No,Not Specified,16,Jun,513,2,-1,0,Not Specified,yes,1,41-60,8.55
36,Blue-Collar,Married,Secondary,No,274,Yes,No,Not Specified,16,Jun,686,11,-1,0,Not Specified,yes,1,26-40,11.43
52,Retired,Divorced,Tertiary,No,3687,Yes,Yes,Not Specified,16,Jun,741,4,-1,0,Not Specified,yes,1,41-60,12.35
42,Entrepreneur,Single,Not Specified,No,323,No,No,Not Specified,16,Jun,617,1,-1,0,Not Specified,yes,1,41-60,10.28
36,Services,Married,Secondary,No,981,No,No,Not Specified,16,Jun,1093,1,-1,0,Not Specified,yes,1,26-40,18.22
36,Blue-Collar,Divorced,Secondary,No,638,Yes,No,Not Specified,16,Jun,1395,2,-1,0,Not Specified,yes,1,26-40,23.25
48,Unemployed,Single,Tertiary,No,3229,No,No,Not Specified,16,Jun,1089,1,-1,0,Not Specified,yes,1,41-60,18.15
51,Management,Single,Secondary,No,1610,Yes,No,Not Specified,16,Jun,1248,3,-1,0,Not Specified,yes,1,41-60,20.8
51,Blue-Collar,Married,Secondary,No,33,No,Yes,Not Specified,16,Jun,721,3,-1,0,Not Specified,yes,1,41-60,12.02
46,Technician,Married,Secondary,No,536,Yes,No,Not Specified,16,Jun,750,2,-1,0,Not Specified,yes,1,41-60,12.5
37,Management,Married,Tertiary,No,0,No,No,Not Specified,16,Jun,637,6,-1,0,Not Specified,yes,1,26-40,10.62
36,Entrepreneur,Married,Tertiary,No,3057,No,No,Not Specified,16,Jun,2769,4,-1,0,Not Specified,yes,1,26-40,46.15
47,Management,Married,Secondary,No,2892,No,No,Not Specified,17,Jun,556,1,-1,0,Not Specified,yes,1,41-60,9.27
40,Technician,Divorced,Tertiary,No,0,No,No,Not Specified,17,Jun,522,1,-1,0,Not Specified,yes,1,26-40,8.7
38,Student,Single,Tertiary,No,3316,No,No,Not Specified,17,Jun,1345,3,-1,0,Not Specified,yes,1,26-40,22.42
40,Management,Married,Secondary,No,106,No,No,Not Specified,17,Jun,676,2,-1,0,Not Specified,yes,1,26-40,11.27
39,Blue-Collar,Married,Primary,No,2303,Yes,No,Not Specified,17,Jun,775,3,-1,0,Not Specified,yes,1,26-40,12.92
60,Management,Married,Tertiary,No,3301,No,No,Not Specified,17,Jun,2621,3,-1,0,Not Specified,yes,1,41-60,43.68
39,Self-Employed,Single,Tertiary,No,426,No,No,Not Specified,18,Jun,1029,1,-1,0,Not Specified,yes,1,26-40,17.15
51,Services,Divorced,Secondary,No,9,No,No,Not Specified,18,Jun,371,2,-1,0,Not Specified,yes,1,41-60,6.18
27,Admin ,Married,Secondary,No,-97,Yes,No,Not Specified,18,Jun,1528,2,-1,0,Not Specified,yes,1,26-40,25.47
41,Management,Single,Tertiary,No,11008,No,No,Not Specified,18,Jun,1540,1,-1,0,Not Specified,yes,1,41-60,25.67
42,Blue-Collar,Single,Primary,No,4930,No,No,Not Specified,18,Jun,973,1,-1,0,Not Specified,yes,1,41-60,16.22
41,Entrepreneur,Married,Secondary,No,707,No,No,Not Specified,18,Jun,707,1,-1,0,Not Specified,yes,1,41-60,11.78
33,Technician,Married,Secondary,No,4,Yes,Yes,Not Specified,18,Jun,625,2,-1,0,Not Specified,yes,1,26-40,10.42
46,Admin ,Married,Secondary,No,126,No,No,Not Specified,18,Jun,1255,1,-1,0,Not Specified,yes,1,41-60,20.92
31,Blue-Collar,Married,Secondary,No,671,Yes,No,Not Specified,18,Jun,704,4,-1,0,Not Specified,yes,1,26-40,11.73
41,Blue-Collar,Married,Primary,No,219,No,Yes,Not Specified,18,Jun,1574,3,-1,0,Not Specified,yes,1,41-60,26.23
41,Blue-Collar,Divorced,Secondary,No,3622,No,No,Not Specified,19,Jun,1135,4,-1,0,Not Specified,yes,1,41-60,18.92
55,Retired,Divorced,Secondary,No,1580,No,Yes,Not Specified,19,Jun,1007,1,-1,0,Not Specified,yes,1,41-60,16.78
53,Technician,Married,Secondary,No,1319,No,No,Not Specified,19,Jun,1318,3,-1,0,Not Specified,yes,1,41-60,21.97
55,Housemaid,Married,Primary,No,2152,No,No,Not Specified,19,Jun,922,2,-1,0,Not Specified,yes,1,41-60,15.37
39,Services,Married,Secondary,No,2843,Yes,No,Not Specified,19,Jun,585,1,-1,0,Not Specified,yes,1,26-40,9.75
40,Entrepreneur,Married,Tertiary,Yes,0,No,No,Not Specified,19,Jun,952,4,-1,0,Not Specified,yes,1,26-40,15.87
59,Retired,Married,Primary,No,1115,No,No,Not Specified,19,Jun,834,1,-1,0,Not Specified,yes,1,41-60,13.9
42,Blue-Collar,Single,Secondary,No,625,No,No,Not Specified,19,Jun,651,3,-1,0,Not Specified,yes,1,41-60,10.85
41,Blue-Collar,Married,Primary,No,246,No,No,Not Specified,19,Jun,683,3,-1,0,Not Specified,yes,1,41-60,11.38
27,Blue-Collar,Married,Secondary,No,61,Yes,No,Not Specified,19,Jun,1012,1,-1,0,Not Specified,yes,1,26-40,16.87
25,Blue-Collar,Single,Secondary,No,-191,Yes,No,Not Specified,19,Jun,958,7,-1,0,Not Specified,yes,1,18-25,15.97
43,Unemployed,Married,Primary,No,519,No,No,Not Specified,20,Jun,973,2,-1,0,Not Specified,yes,1,41-60,16.22
44,Services,Married,Secondary,No,522,No,Yes,Not Specified,20,Jun,911,1,-1,0,Not Specified,yes,1,41-60,15.18
26,Blue-Collar,Single,Secondary,No,-46,Yes,No,Not Specified,20,Jun,382,7,-1,0,Not Specified,yes,1,26-40,6.37
52,Retired,Married,Tertiary,No,2269,No,No,Not Specified,20,Jun,1210,1,-1,0,Not Specified,yes,1,41-60,20.17
54,Services,Married,Not Specified,No,386,No,Yes,Not Specified,20,Jun,838,1,-1,0,Not Specified,yes,1,41-60,13.97
56,Management,Married,Tertiary,No,0,No,Yes,Not Specified,20,Jun,422,1,-1,0,Not Specified,yes,1,41-60,7.03
57,Management,Married,Tertiary,No,9103,No,Yes,Not Specified,20,Jun,1098,2,-1,0,Not Specified,yes,1,41-60,18.3
29,Blue-Collar,Single,Secondary,No,908,Yes,No,Not Specified,20,Jun,1663,1,-1,0,Not Specified,yes,1,26-40,27.72
47,Technician,Married,Tertiary,No,1694,No,Yes,Not Specified,20,Jun,560,3,-1,0,Not Specified,yes,1,41-60,9.33
57,Management,Married,Tertiary,No,-92,Yes,Yes,Not Specified,20,Jun,1617,1,-1,0,Not Specified,yes,1,41-60,26.95
40,Blue-Collar,Married,Secondary,No,188,Yes,Yes,Not Specified,20,Jun,570,2,-1,0,Not Specified,yes,1,26-40,9.5
46,Services,Divorced,Secondary,No,0,No,No,Not Specified,20,Jun,1023,3,-1,0,Not Specified,yes,1,41-60,17.05
43,Blue-Collar,Single,Secondary,No,740,Yes,No,Not Specified,20,Jun,585,2,-1,0,Not Specified,yes,1,41-60,9.75
45,Management,Married,Tertiary,No,655,No,No,Not Specified,20,Jun,693,3,-1,0,Not Specified,yes,1,41-60,11.55
24,Management,Married,Secondary,No,867,Yes,No,Not Specified,20,Jun,546,10,-1,0,Not Specified,yes,1,18-25,9.1
40,Blue-Collar,Married,Secondary,No,1009,Yes,Yes,Not Specified,20,Jun,1036,5,-1,0,Not Specified,yes,1,26-40,17.27
38,Services,Divorced,Not Specified,No,6360,No,No,Not Specified,20,Jun,1409,2,-1,0,Not Specified,yes,1,26-40,23.48
36,Unemployed,Married,Tertiary,No,4145,No,No,Not Specified,20,Jun,988,4,-1,0,Not Specified,yes,1,26-40,16.47
27,Blue-Collar,Single,Secondary,Yes,-27,No,No,Not Specified,23,Jun,498,2,-1,0,Not Specified,yes,1,26-40,8.3
26,Admin ,Single,Primary,No,-122,Yes,No,Not Specified,23,Jun,670,3,-1,0,Not Specified,yes,1,26-40,11.17
43,Management,Married,Tertiary,No,149,Yes,No,Not Specified,23,Jun,662,2,-1,0,Not Specified,yes,1,41-60,11.03
25,Blue-Collar,Single,Primary,No,52,Yes,No,Not Specified,24,Jun,528,2,-1,0,Not Specified,yes,1,18-25,8.8
27,Blue-Collar,Married,Tertiary,No,335,Yes,No,Not Specified,26,Jun,519,3,-1,0,Not Specified,yes,1,26-40,8.65
30,Technician,Married,Tertiary,No,526,Yes,Yes,Not Specified,26,Jun,677,3,-1,0,Not Specified,yes,1,26-40,11.28
28,Admin ,Single,Secondary,No,-7,No,Yes,Not Specified,26,Jun,3183,2,-1,0,Not Specified,yes,1,26-40,53.05
27,Blue-Collar,Married,Primary,No,-413,No,Yes,Not Specified,27,Jun,422,6,-1,0,Not Specified,yes,1,26-40,7.03
32,Admin ,Divorced,Secondary,No,-241,No,Yes,Not Specified,27,Jun,856,2,-1,0,Not Specified,yes,1,26-40,14.27
41,Blue-Collar,Single,Secondary,No,75,Yes,No,Not Specified,1,Jul,479,9,-1,0,Not Specified,yes,1,41-60,7.98
37,Technician,Single,Tertiary,No,0,No,No,Not Specified,1,Jul,1135,2,-1,0,Not Specified,yes,1,26-40,18.92
27,Technician,Single,Secondary,No,158,No,No,Not Specified,1,Jul,650,2,-1,0,Not Specified,yes,1,26-40,10.83
29,Services,Single,Secondary,No,84,No,Yes,Not Specified,3,Jul,587,3,-1,0,Not Specified,yes,1,26-40,9.78
33,Services,Married,Secondary,No,114,No,Yes,Not Specified,3,Jul,676,1,-1,0,Not Specified,yes,1,26-40,11.27
36,Technician,Married,Primary,No,0,No,No,Not Specified,4,Jul,584,1,-1,0,Not Specified,yes,1,26-40,9.73
28,Blue-Collar,Single,Secondary,No,-127,Yes,No,Cellular,4,Jul,1044,3,-1,0,Not Specified,yes,1,26-40,17.4
55,Blue-Collar,Married,Secondary,No,49,Yes,No,Cellular,7,Jul,494,4,-1,0,Not Specified,yes,1,41-60,8.23
51,Technician,Married,Secondary,No,216,No,No,Cellular,7,Jul,615,2,-1,0,Not Specified,yes,1,41-60,10.25
39,Technician,Single,Secondary,No,506,Yes,No,Cellular,7,Jul,718,2,-1,0,Not Specified,yes,1,26-40,11.97
42,Blue-Collar,Divorced,Primary,No,213,Yes,No,Cellular,7,Jul,434,3,-1,0,Not Specified,yes,1,41-60,7.23
33,Services,Single,Secondary,No,170,No,No,Cellular,7,Jul,782,1,-1,0,Not Specified,yes,1,26-40,13.03
36,Entrepreneur,Divorced,Tertiary,No,776,No,Yes,Cellular,7,Jul,722,3,-1,0,Not Specified,yes,1,26-40,12.03
45,Technician,Married,Secondary,No,879,No,No,Cellular,7,Jul,621,2,-1,0,Not Specified,yes,1,41-60,10.35
37,Self-Employed,Married,Secondary,No,1633,No,No,Cellular,7,Jul,629,2,-1,0,Not Specified,yes,1,26-40,10.48
46,Unemployed,Married,Secondary,No,926,No,No,Cellular,7,Jul,385,5,-1,0,Not Specified,yes,1,41-60,6.42
32,Self-Employed,Single,Tertiary,No,2559,No,No,Cellular,7,Jul,889,1,-1,0,Not Specified,yes,1,26-40,14.82
28,Technician,Single,Secondary,No,909,No,Yes,Cellular,7,Jul,532,1,-1,0,Not Specified,yes,1,26-40,8.87
45,Admin ,Divorced,Secondary,No,-176,No,Yes,Cellular,7,Jul,574,1,-1,0,Not Specified,yes,1,41-60,9.57
41,Blue-Collar,Single,Secondary,Yes,1085,Yes,Yes,Cellular,7,Jul,599,1,-1,0,Not Specified,yes,1,41-60,9.98
59,Blue-Collar,Divorced,Primary,No,1265,No,Yes,Cellular,7,Jul,849,1,-1,0,Not Specified,yes,1,41-60,14.15
47,Technician,Single,Secondary,No,-239,Yes,Yes,Cellular,7,Jul,973,3,-1,0,Not Specified,yes,1,41-60,16.22
31,Blue-Collar,Single,Secondary,No,726,No,No,Cellular,7,Jul,719,2,-1,0,Not Specified,yes,1,26-40,11.98
31,Management,Single,Tertiary,No,296,No,Yes,Cellular,8,Jul,509,4,-1,0,Not Specified,yes,1,26-40,8.48
33,Entrepreneur,Married,Secondary,No,-627,Yes,Yes,Cellular,8,Jul,740,1,-1,0,Not Specified,yes,1,26-40,12.33
52,Entrepreneur,Married,Tertiary,Yes,-468,No,No,Cellular,8,Jul,534,1,-1,0,Not Specified,yes,1,41-60,8.9
26,Self-Employed,Single,Secondary,No,551,No,No,Cellular,8,Jul,531,1,-1,0,Not Specified,yes,1,26-40,8.85
25,Technician,Single,Secondary,No,0,No,Yes,Cellular,8,Jul,634,1,-1,0,Not Specified,yes,1,18-25,10.57
25,Blue-Collar,Married,Secondary,No,101,No,Yes,Cellular,8,Jul,460,3,-1,0,Not Specified,yes,1,18-25,7.67
28,Blue-Collar,Single,Secondary,No,517,No,Yes,Cellular,8,Jul,681,1,-1,0,Not Specified,yes,1,26-40,11.35
33,Entrepreneur,Divorced,Tertiary,No,37,No,Yes,Cellular,8,Jul,1082,1,-1,0,Not Specified,yes,1,26-40,18.03
45,Management,Divorced,Tertiary,No,854,No,Yes,Cellular,8,Jul,730,1,-1,0,Not Specified,yes,1,41-60,12.17
36,Services,Married,Secondary,No,30,No,Yes,Cellular,8,Jul,716,5,-1,0,Not Specified,yes,1,26-40,11.93
26,Blue-Collar,Single,Secondary,Yes,81,No,Yes,Cellular,8,Jul,803,2,-1,0,Not Specified,yes,1,26-40,13.38
38,Technician,Married,Secondary,No,0,No,No,Cellular,8,Jul,635,1,-1,0,Not Specified,yes,1,26-40,10.58
56,Blue-Collar,Single,Secondary,No,663,No,Yes,Cellular,8,Jul,819,3,-1,0,Not Specified,yes,1,41-60,13.65
26,Admin ,Single,Secondary,No,102,No,Yes,Cellular,8,Jul,658,2,-1,0,Not Specified,yes,1,26-40,10.97
26,Technician,Married,Secondary,No,370,No,Yes,Cellular,8,Jul,1061,4,-1,0,Not Specified,yes,1,26-40,17.68
25,Blue-Collar,Single,Secondary,No,189,No,Yes,Cellular,8,Jul,687,2,-1,0,Not Specified,yes,1,18-25,11.45
26,Unemployed,Single,Secondary,No,111,No,No,Cellular,9,Jul,537,1,-1,0,Not Specified,yes,1,26-40,8.95
40,Blue-Collar,Married,Primary,No,665,Yes,No,Cellular,9,Jul,781,1,-1,0,Not Specified,yes,1,26-40,13.02
37,Admin ,Married,Primary,No,214,Yes,No,Cellular,9,Jul,645,1,-1,0,Not Specified,yes,1,26-40,10.75
43,Blue-Collar,Single,Primary,No,0,No,No,Cellular,9,Jul,1242,1,-1,0,Not Specified,yes,1,41-60,20.7
41,Services,Divorced,Tertiary,No,1583,Yes,No,Cellular,9,Jul,662,1,-1,0,Not Specified,yes,1,41-60,11.03
49,Blue-Collar,Married,Secondary,No,0,No,Yes,Cellular,9,Jul,625,1,-1,0,Not Specified,yes,1,41-60,10.42
29,Admin ,Divorced,Tertiary,Yes,0,No,Yes,Cellular,9,Jul,426,3,-1,0,Not Specified,yes,1,26-40,7.1
39,Services,Divorced,Secondary,No,687,Yes,No,Cellular,9,Jul,869,1,-1,0,Not Specified,yes,1,26-40,14.48
38,Management,Married,Tertiary,Yes,327,Yes,Yes,Cellular,9,Jul,556,5,-1,0,Not Specified,yes,1,26-40,9.27
26,Technician,Married,Secondary,No,-119,No,Yes,Cellular,9,Jul,359,5,-1,0,Not Specified,yes,1,26-40,5.98
32,Management,Married,Tertiary,No,794,Yes,Yes,Cellular,9,Jul,1014,1,-1,0,Not Specified,yes,1,26-40,16.9
33,Blue-Collar,Married,Primary,No,-191,Yes,Yes,Cellular,9,Jul,1290,4,-1,0,Not Specified,yes,1,26-40,21.5
31,Management,Single,Tertiary,No,409,No,Yes,Cellular,9,Jul,564,5,-1,0,Not Specified,yes,1,26-40,9.4
49,Blue-Collar,Married,Primary,No,3,No,Yes,Cellular,9,Jul,1439,6,-1,0,Not Specified,yes,1,41-60,23.98
